Unnamed: 0,Article URL,Claim,Rating,Image URL,Image_Path
12.0,https://www.politifact.com/factchecks/2024/aug/14/tim-walz/jd-vance-wrote-the-foreword-for-project-2025s-kevi/,"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Tim_Walz_rally_Philadelphia_8-6-2024/c8135f65769d675a2c20ccc66b0368da.jpg,/opt/airflow/data/raw/images/bbf26b9d5cbc5d552b0eba33577a27a0.jpg
13.0,https://www.politifact.com/factchecks/2024/aug/12/jd-vance/walzs-2018-statement-implied-he-carried-weapons-in/,"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/walznew/6551cf18defbbfc925ff00e85f51bb39.jpeg,/opt/airflow/data/raw/images/cece40ee7a6c400b214f242e6c71075d.jpeg
14.0,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/tim-walz-firmo-ley-que-permite-a-inmigrantes-ilega/,"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Tim_Walz_Filadelfia_Acto_Campana_En_Espanol_8-6-2024/359618fc1fe62d2e3af8642ac14ce0dd.jpg,/opt/airflow/data/raw/images/a565b34d22d9fef10f80a34f75f51482.jpg
15.0,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/yes-tim-walz-signed-a-law-letting-immigrants-illeg/,"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Tim_Walz_rally_Philadelphia_8-6-2024/c8135f65769d675a2c20ccc66b0368da.jpg,/opt/airflow/data/raw/images/bbf26b9d5cbc5d552b0eba33577a27a0.jpg
16.0,https://www.politifact.com/factchecks/2024/aug/07/tammy-baldwin/does-gop-senate-candidate-eric-hovde-want-to-repea/,"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP_17083832241010/c4f7c5d7c407024aae55e72740c6998f.jpg,/opt/airflow/data/raw/images/6a0a4299ab240b7b70657317b55dd0db.jpg
17.0,https://www.politifact.com/factchecks/2024/jul/23/kamala-harris/kamala-harris-correct-that-project-2025-would-end/,Project 2025 would “end Head Start.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP23325675918779/54c76da608fca28577abcb296993245f.jpg,/opt/airflow/data/raw/images/1d46c655cad1a5988648a7cd01b0b3b8.jpg
18.0,https://www.politifact.com/factchecks/2024/jul/11/kamala-harris/kamala-harris-is-right-black-women-in-the-us-have/,"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/kamala_harris_5_1_2024/14d27ec2173d9ac0c4e654da0b81353d.jpg,/opt/airflow/data/raw/images/241bf9771dc076d8b73b02cd0cb63359.jpg
19.0,https://www.politifact.com/factchecks/2024/jul/10/byron-donalds/its-true-kamala-harris-was-an-original-backer-of-t/,"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal.",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP24173604539099/f248810eddd0411e678427f5667312d2.jpg,/opt/airflow/data/raw/images/b7113aac69670bb8b9ab7248941bbe86.jpg
20.0,https://www.politifact.com/factchecks/2024/jun/28/david-crowley/was-the-fastest-growth-of-black-owned-small-busine/,“Under (the Biden) administration we have witnessed the fastest growth of Black-owned small businesses in more than 30 years.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/black_economics/8bc142ef9e0806dcc63748fe3083f57d.jpg,/opt/airflow/data/raw/images/2a508a8ae5d3346d9468b199e03f918c.jpg
21.0,https://www.politifact.com/factchecks/2024/jun/28/tony-evers/wisconsin-tourism-is-having-a-big-moment-but-what/,Wisconsin had a “record-breaking year” for tourism in 2023.,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/milwaukee_skyline/3d6b1333a2e9ebc6ccc16cb730a2c59b.jpg,/opt/airflow/data/raw/images/f68d7e649acb6b83c91de93535500c85.jpg
22.0,https://www.politifact.com/factchecks/2024/may/31/social-media/does-trumps-felony-conviction-bar-him-from-owning/,"Under federal law, former President Donald Trump’s “felony convictions mean he can no longer possess guns.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Trump_after_verdict_in_courthouse/34beeae674c3bfd82735ecbbeaee8279.jpg,/opt/airflow/data/raw/images/d1042701f81c5d19bd4e2e96e631cc7e.jpg
23.0,https://www.politifact.com/factchecks/2024/may/28/joe-biden/joe-biden-is-correct-that-violent-crime-is-near-a/,“Violent crime is near a record 50-year low.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/biden_adjusted/fdece1bb567afebaf9e98eb6107515e3.jpg,/opt/airflow/data/raw/images/72a8b5f5f0a73b6a4487fed6ee68383c.jpg
24.0,https://www.politifact.com/factchecks/2024/may/15/tyler-august/how-likely-are-in-state-uw-students-to-stay-in-wis/,“Nearly 90% of all UW graduates stay in Wisconsin 5 years after they graduate.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Bucky_Badger_Bascom_Hall/135b2bdfa31937ac4e8e15bb11a7ed4a.JPG,/opt/airflow/data/raw/images/b7228520d175d6cb7b7f93217c6c045c.JPG
25.0,https://www.politifact.com/factchecks/2024/apr/17/mark-pocan/yes-in-2023-congress-passed-the-fewest-number-of-b/,"“We passed 27 bills last year, which is the fewest since the Depression.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/capitol_dome/013a4375030835602bdaaee20339d71f.jpg,/opt/airflow/data/raw/images/038026b1d011df07721405007e3a01a9.jpg
26.0,https://www.politifact.com/factchecks/2024/apr/16/lisa-subeck/its-true-the-us-is-an-outlier-on-paid-parental-lea/,"“The United States is an outlier, one of only about half a dozen countries, without any guarantee of paid leave for new parents and/or other health care needs.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/child_care_replacement_2/f7aa724706257167af951921e0886be0.jpg,/opt/airflow/data/raw/images/fbb4f9dd6d2c89d5e665a2a5ccb6d5da.jpg
27.0,https://www.politifact.com/factchecks/2024/apr/05/brian-schimming/has-wisconsin-really-had-12-elections-since-2000-d/,"“We’ve had 12 elections in 24 years in Wisconsin that have been decided by less than 30,000 votes.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Wis._Capitol/a73c225a372b7ca8c48559e3ad0762ca.jpg,/opt/airflow/data/raw/images/eae8e9ac939732b6cedc299bd771e567.jpg
28.0,https://www.politifact.com/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Fentanyl_pills_Border_Patrol/788be86ef8ecaf7f39235e603d4bf101.jpg,/opt/airflow/data/raw/images/f3c0165218fd9d7189b6d4ab9526cdc4.jpg
29.0,https://www.politifact.com/factchecks/2024/mar/28/sarah-godlewski/did-the-2020-presidential-election-in-wisconsin-re/,"“When it comes to how many votes (President) Joe Biden won, it was literally less than a few votes per ward.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Milwaukee_voters_in_line_MJS/f70dfe9a60877e5094b75f37d3d78cbc.jpg,/opt/airflow/data/raw/images/3c8c9701ec35227db6a2a52f002f6af7.jpg
30.0,https://www.politifact.com/factchecks/2024/mar/26/antonio-guterres/fact-checking-un-secretary-generals-remarks-about/,"Gaza has “the highest number of people facing catastrophic hunger ever recorded by the Integrated Food Security Classification system — anywhere, anytime.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Palestinians_line_up_for_free_food_in_Rafah_Gaza_Strip_2-23-2024/70176b7d7e7ca84b745981046fdf9594.jpeg,/opt/airflow/data/raw/images/1f0c828c9b31b061fb646c2867dec3c9.jpeg
31.0,https://www.politifact.com/factchecks/2024/mar/20/patrick-burke/do-the-great-lakes-account-for-over-20-of-the-worl/,The Great Lakes account for “over 20% of the world’s freshwater and over 80% of North America’s freshwater.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Man_resting_beside_Lake_Erie/e9f0f55d86ba9e1ef8ab1eb0d46e6195.jpg,/opt/airflow/data/raw/images/3d39a6173a074a46da8b44000f2eb82c.jpg
32.0,https://www.politifact.com/factchecks/2024/mar/06/tony-evers/yes-wisconsin-correctional-officer-training-classe/,“We're having the largest classes of correctional officers we've ever had before.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/prison_bars_sstock/f3962c37909fe0110ed0f95232dfeb6b.jpg,/opt/airflow/data/raw/images/83164899fd82ee27b404edadaf7d0a60.jpg
33.0,https://www.politifact.com/factchecks/2024/feb/23/elise-stefanik/illegal-crossings-at-the-us-canada-border-increase/,"“We’ve seen an 800% increase in the Swanton sector, which is the part of the northern border that I represent, in illegal crossings.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Swanton_Sector/6764cd8f420a3787f4b2faee24ab43c6.jpeg,/opt/airflow/data/raw/images/f2885dc71e6d3beb20baaeffac0ce8f1.jpeg
34.0,https://www.politifact.com/factchecks/2024/feb/20/kirsten-gillibrand/yes-the-federal-government-still-classifies-mariju/,“Marijuana is currently classified in the same category of drugs as heroin and a more dangerous category than fentanyl or cocaine.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Marijuana_plant_in_ny/b34348e591dca0c5eb858cb74924c689.jpg,/opt/airflow/data/raw/images/b9c2fa60f72065bd7264cd57971bad50.jpg
35.0,https://www.politifact.com/factchecks/2024/feb/16/chris-larson/if-the-state-expanded-medicaid-could-wisconsin-hir/,"Says expanding Medicaid in Wisconsin would save the state $530 million, which could pay for 3,287 K-12 teachers, or 7.8 educators per district.",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP_622858669862/89ddefd49fdcc543aafce7c6eec8aae8.jpg,/opt/airflow/data/raw/images/d861a35f4614ae5220251c48e68568d8.jpg
36.0,https://www.politifact.com/factchecks/2024/feb/15/joe-biden/has-black-entrepreneurship-hit-a-record-during-joe/,"Under Joe Biden, there are “record numbers of new Black entrepreneurs.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Biden_speaking__to_NACo_adjusted/c8a93935f0c6caf216c456bcca48f10a.jpg,/opt/airflow/data/raw/images/1dc6c16486091edccdd464242330939c.jpg
37.0,https://www.politifact.com/factchecks/2024/feb/14/kelda-helen-roys/yes-minnesota-incarcerates-far-less-people-than-wi/,Minnesota incarcerates “about a third of what Wisconsin does.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Razor_wire/44653294c357125a2312ec02689fc05b.JPG,/opt/airflow/data/raw/images/d508e698ebe3daa45c175e0092dad97c.JPG
38.0,https://www.politifact.com/factchecks/2024/feb/08/kamala-harris/fact-checking-kamala-harris-did-the-biden-administ/,Postpartum Medicaid coverage expanded from three states to 43 states because of the Biden administration.,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/kamala_harris_lectern/5d020dcb3042ea07983d487803850ce1.jpg,/opt/airflow/data/raw/images/493d082dd2753e1049cc0a6c421a17a7.jpg
39.0,https://www.politifact.com/factchecks/2024/feb/06/tammy-baldwin/yes-there-were-over-1400-opioid-related-deaths-in/,"“Wisconsin had over 1,400 opioid overdose deaths in 2022.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP_18117700217971/663631c89a687fecb9699190c0695caa.jpg,/opt/airflow/data/raw/images/27acbdb9ebdef1feef054a73f8b2e7ab.jpg
40.0,https://www.politifact.com/factchecks/2024/feb/02/scott-walker/scott-walker-said-college-voters-number-one-issue/,"""(The) top issue for college students is the economy.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/UWM_students_register_to_vote/62ac340cf3923477ac818c79c194d0c9.JPG,/opt/airflow/data/raw/images/aef7f1730abcaf9822a6ff68f901c061.JPG
41.0,https://www.politifact.com/factchecks/2024/feb/02/tony-evers/is-gov-evers-right-that-wisconsins-unemployment-ra/,"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Now_hiring_sign_in_Mississippi_3-27-21/3d4726363b3712389dc3b2f998453f64.jpg,/opt/airflow/data/raw/images/76e4b658b1a741016a879ee7a49eb373.jpg
42.0,https://www.politifact.com/factchecks/2024/jan/30/kamala-harris/kamala-harris-is-right-1-in-3-women-of-reproductiv/,"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/kamala_harris_lectern/5d020dcb3042ea07983d487803850ce1.jpg,/opt/airflow/data/raw/images/493d082dd2753e1049cc0a6c421a17a7.jpg
43.0,https://www.politifact.com/factchecks/2024/jan/04/ron-desantis/ron-desantis-is-right-barack-obama-deported-more-p/,"Donald Trump “deported less, believe it or not, than Barack Obama even did.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP20050023730093/ae810952aafab24d1acb815229822f07.jpg,/opt/airflow/data/raw/images/f6fea22c56a55d5592a27491dbbee653.jpg
44.0,https://www.politifact.com/factchecks/2023/dec/19/nikki-haley/haley-is-correct-that-fentanyl-deaths-top-casualti/,"“We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP23347015859427/c278ac50ea0bc8a1ccc39b9d599432b3.jpg,/opt/airflow/data/raw/images/302e323a0b88fb4c2384c380a9854644.jpg
45.0,https://www.politifact.com/factchecks/2023/dec/13/jill-billings/is-it-true-wisconsin-youth-to-school-social-worker/,"“With school-based professional social workers, the recommendation is 400-to-1, and in Wisconsin, we’re almost triple that.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/MCT_US-NEWS-THERAPY-ASSAULT-DMT/1a40aaed124d56475241e7f2bc0be584.JPG,/opt/airflow/data/raw/images/e2fa968c6fd737fbb3bed306cb30ef5e.JPG
46.0,https://www.politifact.com/factchecks/2023/nov/14/marianne-williamson/marianne-williamson-correct-that-us-is-worlds-bigg/,"“We sell arms to 60% of the world's autocrats. We are the world's largest arms exporters.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP23215711702283/9dfb75fe5cdf8b2a87ee492896ba8e5b.jpg,/opt/airflow/data/raw/images/8fd57a5c479859ba154c8293f604d9ed.jpg
47.0,https://www.politifact.com/factchecks/2023/nov/14/ted-cruz/does-texas-really-outproduce-california-in-wind-en/,“We produce a lot more wind energy in Texas than California does.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/wind_farm_texas/6e400e1fe3a903fb01e5ff1c89dbc9be.jpg,/opt/airflow/data/raw/images/a98a74afd332ab85b974b806dec59207.jpg
48.0,https://www.politifact.com/factchecks/2023/nov/03/melissa-agard/its-true-you-dont-have-to-pay-taxes-on-kit-kat-bar/,"Potato chips, KitKat bars and Viagra are not taxed in Wisconsin because they are considered ""essential.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Viagra/8a5a51964764d57fcc8fff9ebb5aee3d.jpg,/opt/airflow/data/raw/images/7880ca4d2871572367ed810f1e2ef5e9.jpg
49.0,https://www.politifact.com/factchecks/2023/oct/25/melissa-agard/agard-correct-that-gop-senate-more-than-doubled-fi/,"“Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Wisconsin_Capitol_complex_AP/a2a13d1c9ba88dace2fe6a0f040670f1.jpg,/opt/airflow/data/raw/images/9c9a2084a0814e8e1a99c9e10df41759.jpg
51.0,https://www.politifact.com/factchecks/2023/oct/13/brian-krassenstein/why-do-americans-have-to-pay-for-a-state-departmen/,"It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/blinked_natanyahu_2/0c81eaa4df74c6cd8ad2b4a5f190e988.jpg,/opt/airflow/data/raw/images/b99222b479d05e923b1627d78920070c.jpg
52.0,https://www.politifact.com/factchecks/2023/sep/28/mike-oliverio/has-the-high-school-stadium-in-bluefield-wva-been/,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Mitchell_Stadium_2014/11508805091da5fbbf6519662f7bb1b5.jpeg,/opt/airflow/data/raw/images/ac314cae19922a9b49a424d4bf780b9c.jpeg
53.0,https://www.politifact.com/factchecks/2023/aug/09/instagram-posts/good-enough-to-be-true-beyonce-tour-paid-100000-so/,"""Beyonce paid $100K for Maryland Metro to run later following weather delays for her concert.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/beyoncejan2021/7cfa735342db8117fab8290f5352f6d9.jpg,/opt/airflow/data/raw/images/002c231eb8fab986e3fe7a188e99855d.jpg
54.0,https://www.politifact.com/factchecks/2023/jul/18/donald-trump/trump-is-correct-that-florida-has-highest-home-ins/,Florida has “the highest” homeowners insurance in the nation.,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Mexico_Beach_crumbled_homes_Hurricane_Michael/1ef6d3fb1f57388d129f02029450d35a.jpg,/opt/airflow/data/raw/images/fa4408a3036ba9d759ad0e1b36d61037.jpg
55.0,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/good-enough-to-be-true-mans-100th-birthday-dog-par/,More than “200 dogs showed up and lined up around the block” for a man’s 100th birthday celebration.,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/dogs_good_ewnough_true_copy/8a6d95ae800a3678f65f50ccb58dab39.jpg,/opt/airflow/data/raw/images/cffdcc67656f7981e723631bcec7103e.jpg
57.0,https://www.politifact.com/factchecks/2023/may/26/kelda-helen-roys/its-true-infertility-treatment-is-often-excluded-f/,"Infertility is treated differently than other issues and ""often excluded from insurance coverage""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Fertility/fddbac8fc075bf48bb064fd54901cc11.jpeg,/opt/airflow/data/raw/images/571717c4f2365969f3ff121bbf2eac11.jpeg
58.0,https://www.politifact.com/factchecks/2023/may/23/francis-suarez/miami-mayor-is-right-miami-dade-public-schools-hav/,"“Just last year,” Miami-Dade Public Schools “had over 14,000 new children, 10,000 of which came from four countries of Cuba, Nicaragua, Venezuela and Haiti.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP21251653979549/69e9684db4f2fc70fcb2a6fec24494a9.jpg,/opt/airflow/data/raw/images/28d9b04c6393db40b1f21acb9da376e2.jpg
59.0,https://www.politifact.com/factchecks/2023/may/19/tim-scott/sen-tim-scott-said-black-homeownership-has-been-st/,"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/tim_scott/6e35ef3d48c626b5866696366fa9602e.jpg,/opt/airflow/data/raw/images/c37107a027bdbe1e14b65bc152814db3.jpg
60.0,https://www.politifact.com/factchecks/2023/may/12/robin-vos/yes-wisconsins-tax-coffers-would-take-a-hit-if-bre/,"“When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Brewers_logo/4c336aaacd30a15bfa19a08210b110b7.jpg,/opt/airflow/data/raw/images/8c51786bb1b3d8aa519eca9ccd6618ec.jpg
61.0,https://www.politifact.com/factchecks/2023/may/08/facebook-posts/good-enough-to-be-true-you-really-can-order-cookie/,"“If you need Girl Scout cookies this year and don’t have a local troop to support, please consider buying from Troop 6000, which is entirely made up of girls living in NYC’s homeless shelters.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Girl_Scout_vest_with_top_cookie_seller_patch_Nov._2020/5e5bef815ee02de2332be487a8aac692.jpg,/opt/airflow/data/raw/images/251745e7870b0bd4803f4592585b9bba.jpg
62.0,https://www.politifact.com/factchecks/2023/may/01/jonathan-martin/was-biden-older-on-his-first-day-as-president-than/,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/biden_birthday_cake/40883a292f164e46f3c4da9884c3b156.jpg,/opt/airflow/data/raw/images/ea4ba6f43d0243d09b4654a75e918c63.jpg
63.0,https://www.politifact.com/factchecks/2023/apr/25/kirsten-gillibrand/is-kristen-gillibrand-right-that-many-law-enforcem/,“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/hate_crime_memorial/75f88119406e642158aaf04ebbfe1221.jpg,/opt/airflow/data/raw/images/d9cefab9438ee4106a58ea31a5cd7f78.jpg
64.0,https://www.politifact.com/factchecks/2023/apr/18/paul-ryan/yes-its-true-support-for-trump-in-wisconsins-wow-c/,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/trump_for_wow_counties/7cd1195f1f6a0bee2793c8a5a5b2a923.jpg,/opt/airflow/data/raw/images/a10f3a885ba28151b3e43c5753f05d86.jpg
65.0,https://www.politifact.com/factchecks/2023/apr/08/ron-desantis/are-more-half-felony-charges-manhattan-downgraded/,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,TRUE,https://static.politifact.com/CACHE/images/politifact/photos/alvin_bragg_lectern_4_4_2023/0362a10c442190155bfc7eddd7331c17.jpg,/opt/airflow/data/raw/images/d8bea001c980af995ef34a1dc3ab45d2.jpg
67.0,https://www.politifact.com/factchecks/2023/feb/08/robert-ortt/electrical-grid-requires-investments-if-natural-ga/,"If New York’s proposed limits on natural gas in buildings take effect, the grid today can’t handle the increased electric load.",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/Ortt_1.20.23/e57a7b4f3100f7012d8d01a161bdc792.jpeg,/opt/airflow/data/raw/images/2a5f9da65fa10b3b92eea2651af297f7.jpeg
68.0,https://www.politifact.com/factchecks/2023/feb/02/tony-evers/yes-wisconsin-does-produce-60-of-the-countrys-supp/,"“Wisconsin is the nation’s top cranberry producer — in fact, our farmers harvest around 60 percent of the country’s crop.”",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/cranberries/9cad4faf9eb2eb6ec3c2aa8bac831279.JPG,/opt/airflow/data/raw/images/5475571ed08907f164d52d916939bbc1.JPG
69.0,https://www.politifact.com/factchecks/2023/jan/19/morgan-luttrell/us-emergency-oil-reserve-lowest-level-1983/,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP_22067077449680/0d8a6e6d86d1e0fbc2ea7a48e8834421.jpg,/opt/airflow/data/raw/images/174cb285a66a6a12a3ea64a214693fdb.jpg
70.0,https://www.politifact.com/factchecks/2023/jan/10/melissa-agard/how-small-turnout-wisconsin-spring-elections/,"""Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.""",TRUE,https://static.politifact.com/CACHE/images/politifact/photos/AP_20078794650376/75a1ad6a3392f11a1237a2013969dd15.jpg,/opt/airflow/data/raw/images/1beb3dd8a0269e3b1697b05c2fc559ff.jpg
