Unnamed: 0,Article URL,Claim,Rating,Image URL,Image_Path
37,https://www.politifact.com/factchecks/2024/feb/14/kelda-helen-roys/yes-minnesota-incarcerates-far-less-people-than-wi/,Minnesota incarcerates “about a third of what Wisconsin does.”,True,https://static.politifact.com/CACHE/images/politifact/photos/Razor_wire/44653294c357125a2312ec02689fc05b.JPG,images\35.JPG
38,https://www.politifact.com/factchecks/2024/feb/08/kamala-harris/fact-checking-kamala-harris-did-the-biden-administ/,Postpartum Medicaid coverage expanded from three states to 43 states because of the Biden administration.,True,https://static.politifact.com/CACHE/images/politifact/photos/kamala_harris_lectern/5d020dcb3042ea07983d487803850ce1.jpg,images\36.jpg
39,https://www.politifact.com/factchecks/2024/feb/06/tammy-baldwin/yes-there-were-over-1400-opioid-related-deaths-in/,"“Wisconsin had over 1,400 opioid overdose deaths in 2022.”",True,https://static.politifact.com/CACHE/images/politifact/photos/AP_18117700217971/663631c89a687fecb9699190c0695caa.jpg,images\37.jpg
40,https://www.politifact.com/factchecks/2024/feb/02/scott-walker/scott-walker-said-college-voters-number-one-issue/,"""(The) top issue for college students is the economy.""",True,https://static.politifact.com/CACHE/images/politifact/photos/UWM_students_register_to_vote/62ac340cf3923477ac818c79c194d0c9.JPG,images\38.JPG
41,https://www.politifact.com/factchecks/2024/feb/02/tony-evers/is-gov-evers-right-that-wisconsins-unemployment-ra/,"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.”",True,https://static.politifact.com/CACHE/images/politifact/photos/Now_hiring_sign_in_Mississippi_3-27-21/3d4726363b3712389dc3b2f998453f64.jpg,images\39.jpg
42,https://www.politifact.com/factchecks/2024/jan/30/kamala-harris/kamala-harris-is-right-1-in-3-women-of-reproductiv/,"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",True,https://static.politifact.com/CACHE/images/politifact/photos/kamala_harris_lectern/5d020dcb3042ea07983d487803850ce1.jpg,images\40.jpg
43,https://www.politifact.com/factchecks/2024/jan/04/ron-desantis/ron-desantis-is-right-barack-obama-deported-more-p/,"Donald Trump “deported less, believe it or not, than Barack Obama even did.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AP20050023730093/ae810952aafab24d1acb815229822f07.jpg,images\41.jpg
44,https://www.politifact.com/factchecks/2023/dec/19/nikki-haley/haley-is-correct-that-fentanyl-deaths-top-casualti/,"“We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",True,https://static.politifact.com/CACHE/images/politifact/photos/AP23347015859427/c278ac50ea0bc8a1ccc39b9d599432b3.jpg,images\42.jpg
45,https://www.politifact.com/factchecks/2023/dec/13/jill-billings/is-it-true-wisconsin-youth-to-school-social-worker/,"“With school-based professional social workers, the recommendation is 400-to-1, and in Wisconsin, we’re almost triple that.”",True,https://static.politifact.com/CACHE/images/politifact/photos/MCT_US-NEWS-THERAPY-ASSAULT-DMT/1a40aaed124d56475241e7f2bc0be584.JPG,images\43.JPG
46,https://www.politifact.com/factchecks/2023/nov/14/marianne-williamson/marianne-williamson-correct-that-us-is-worlds-bigg/,"“We sell arms to 60% of the world's autocrats. We are the world's largest arms exporters.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AP23215711702283/9dfb75fe5cdf8b2a87ee492896ba8e5b.jpg,images\44.jpg
47,https://www.politifact.com/factchecks/2023/nov/14/ted-cruz/does-texas-really-outproduce-california-in-wind-en/,“We produce a lot more wind energy in Texas than California does.”,True,https://static.politifact.com/CACHE/images/politifact/photos/wind_farm_texas/6e400e1fe3a903fb01e5ff1c89dbc9be.jpg,images\45.jpg
48,https://www.politifact.com/factchecks/2023/nov/03/melissa-agard/its-true-you-dont-have-to-pay-taxes-on-kit-kat-bar/,"Potato chips, KitKat bars and Viagra are not taxed in Wisconsin because they are considered ""essential.""",True,https://static.politifact.com/CACHE/images/politifact/photos/Viagra/8a5a51964764d57fcc8fff9ebb5aee3d.jpg,images\46.jpg
49,https://www.politifact.com/factchecks/2023/oct/25/melissa-agard/agard-correct-that-gop-senate-more-than-doubled-fi/,"“Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",True,https://static.politifact.com/CACHE/images/politifact/photos/Wisconsin_Capitol_complex_AP/a2a13d1c9ba88dace2fe6a0f040670f1.jpg,images\47.jpg
51,https://www.politifact.com/factchecks/2023/oct/13/brian-krassenstein/why-do-americans-have-to-pay-for-a-state-departmen/,"It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",True,https://static.politifact.com/CACHE/images/politifact/photos/blinked_natanyahu_2/0c81eaa4df74c6cd8ad2b4a5f190e988.jpg,images\48.jpg
52,https://www.politifact.com/factchecks/2023/sep/28/mike-oliverio/has-the-high-school-stadium-in-bluefield-wva-been/,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",True,https://static.politifact.com/CACHE/images/politifact/photos/Mitchell_Stadium_2014/11508805091da5fbbf6519662f7bb1b5.jpeg,images\49.jpeg
53,https://www.politifact.com/factchecks/2023/aug/09/instagram-posts/good-enough-to-be-true-beyonce-tour-paid-100000-so/,"""Beyonce paid $100K for Maryland Metro to run later following weather delays for her concert.”",True,https://static.politifact.com/CACHE/images/politifact/photos/beyoncejan2021/7cfa735342db8117fab8290f5352f6d9.jpg,images\50.jpg
54,https://www.politifact.com/factchecks/2023/jul/18/donald-trump/trump-is-correct-that-florida-has-highest-home-ins/,Florida has “the highest” homeowners insurance in the nation.,True,https://static.politifact.com/CACHE/images/politifact/photos/Mexico_Beach_crumbled_homes_Hurricane_Michael/1ef6d3fb1f57388d129f02029450d35a.jpg,images\51.jpg
55,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/good-enough-to-be-true-mans-100th-birthday-dog-par/,More than “200 dogs showed up and lined up around the block” for a man’s 100th birthday celebration.,True,https://static.politifact.com/CACHE/images/politifact/photos/dogs_good_ewnough_true_copy/8a6d95ae800a3678f65f50ccb58dab39.jpg,images\52.jpg
57,https://www.politifact.com/factchecks/2023/may/26/kelda-helen-roys/its-true-infertility-treatment-is-often-excluded-f/,"Infertility is treated differently than other issues and ""often excluded from insurance coverage""",True,https://static.politifact.com/CACHE/images/politifact/photos/Fertility/fddbac8fc075bf48bb064fd54901cc11.jpeg,images\53.jpeg
58,https://www.politifact.com/factchecks/2023/may/23/francis-suarez/miami-mayor-is-right-miami-dade-public-schools-hav/,"“Just last year,” Miami-Dade Public Schools “had over 14,000 new children, 10,000 of which came from four countries of Cuba, Nicaragua, Venezuela and Haiti.”",True,https://static.politifact.com/CACHE/images/politifact/photos/AP21251653979549/69e9684db4f2fc70fcb2a6fec24494a9.jpg,images\54.jpg
59,https://www.politifact.com/factchecks/2023/may/19/tim-scott/sen-tim-scott-said-black-homeownership-has-been-st/,"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",True,https://static.politifact.com/CACHE/images/politifact/photos/tim_scott/6e35ef3d48c626b5866696366fa9602e.jpg,images\55.jpg
60,https://www.politifact.com/factchecks/2023/may/12/robin-vos/yes-wisconsins-tax-coffers-would-take-a-hit-if-bre/,"“When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",True,https://static.politifact.com/CACHE/images/politifact/photos/Brewers_logo/4c336aaacd30a15bfa19a08210b110b7.jpg,images\56.jpg
61,https://www.politifact.com/factchecks/2023/may/08/facebook-posts/good-enough-to-be-true-you-really-can-order-cookie/,"“If you need Girl Scout cookies this year and don’t have a local troop to support, please consider buying from Troop 6000, which is entirely made up of girls living in NYC’s homeless shelters.”",True,https://static.politifact.com/CACHE/images/politifact/photos/Girl_Scout_vest_with_top_cookie_seller_patch_Nov._2020/5e5bef815ee02de2332be487a8aac692.jpg,images\57.jpg
62,https://www.politifact.com/factchecks/2023/may/01/jonathan-martin/was-biden-older-on-his-first-day-as-president-than/,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,True,https://static.politifact.com/CACHE/images/politifact/photos/biden_birthday_cake/40883a292f164e46f3c4da9884c3b156.jpg,images\58.jpg
63,https://www.politifact.com/factchecks/2023/apr/25/kirsten-gillibrand/is-kristen-gillibrand-right-that-many-law-enforcem/,“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,True,https://static.politifact.com/CACHE/images/politifact/photos/hate_crime_memorial/75f88119406e642158aaf04ebbfe1221.jpg,images\59.jpg
64,https://www.politifact.com/factchecks/2023/apr/18/paul-ryan/yes-its-true-support-for-trump-in-wisconsins-wow-c/,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",True,https://static.politifact.com/CACHE/images/politifact/photos/trump_for_wow_counties/7cd1195f1f6a0bee2793c8a5a5b2a923.jpg,images\60.jpg
65,https://www.politifact.com/factchecks/2023/apr/08/ron-desantis/are-more-half-felony-charges-manhattan-downgraded/,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,True,https://static.politifact.com/CACHE/images/politifact/photos/alvin_bragg_lectern_4_4_2023/0362a10c442190155bfc7eddd7331c17.jpg,images\61.jpg
67,https://www.politifact.com/factchecks/2023/feb/08/robert-ortt/electrical-grid-requires-investments-if-natural-ga/,"If New York’s proposed limits on natural gas in buildings take effect, the grid today can’t handle the increased electric load.",True,https://static.politifact.com/CACHE/images/politifact/photos/Ortt_1.20.23/e57a7b4f3100f7012d8d01a161bdc792.jpeg,images\62.jpeg
68,https://www.politifact.com/factchecks/2023/feb/02/tony-evers/yes-wisconsin-does-produce-60-of-the-countrys-supp/,"“Wisconsin is the nation’s top cranberry producer — in fact, our farmers harvest around 60 percent of the country’s crop.”",True,https://static.politifact.com/CACHE/images/politifact/photos/cranberries/9cad4faf9eb2eb6ec3c2aa8bac831279.JPG,images\63.JPG
69,https://www.politifact.com/factchecks/2023/jan/19/morgan-luttrell/us-emergency-oil-reserve-lowest-level-1983/,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AP_22067077449680/0d8a6e6d86d1e0fbc2ea7a48e8834421.jpg,images\64.jpg
70,https://www.politifact.com/factchecks/2023/jan/10/melissa-agard/how-small-turnout-wisconsin-spring-elections/,"""Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AP_20078794650376/75a1ad6a3392f11a1237a2013969dd15.jpg,images\65.jpg
71,https://www.politifact.com/factchecks/2022/dec/16/tammy-baldwin/yes-wage-gap-does-have-big-impact-latina-workers/,"""Latina workers make 54 cents for every dollar earned by white, non-Hispanic men.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AP_99040803310/010b8d6498aacf6d0e81ed2462ab2d86.jpg,images\66.jpg
72,https://www.politifact.com/factchecks/2022/dec/14/kevin-brady/bidens-36-billion-to-save-teamsters-fund-from-inso/,Joe Biden’s $36 billion for a union pension fund is “the largest private pension bailout in American history.”,True,https://static.politifact.com/CACHE/images/politifact/photos/Biden_announces_pension_bailout_12822/5bd365da68ea9d152b83eeb3655d8f24.jpeg,images\67.jpeg
73,https://www.politifact.com/factchecks/2022/dec/10/elise-stefanik/federal-food-program-proposal-calls-reductions-mil/,Proposed rule would limit milk for WIC participants,True,https://static.politifact.com/CACHE/images/politifact/photos/NY_Cows_9.22/b290a147fdfa35c66128a6827d77ae86.jpeg,images\68.jpeg
74,https://www.politifact.com/factchecks/2022/dec/09/bryan-steil/steil-on-target-with-claim-on-milwaukees-homicide/,"In Milwaukee, ""The (homicide) rate has nearly doubled in the past two years.""",True,https://static.politifact.com/CACHE/images/politifact/photos/Milwaukee_police_tape/afc0738a17a794a2f370a4cfbd058227.JPG,images\69.JPG
75,https://www.politifact.com/factchecks/2022/nov/30/joe-biden/have-gasoline-prices-fallen-pre-ukraine-war-levels/,“Gas prices are down back to where they were before Russia invaded Ukraine.”,True,https://static.politifact.com/CACHE/images/politifact/photos/AP_22333784954497/cbc2bf4a217c00c7d381b330824ef095.jpg,images\70.jpg
76,https://www.politifact.com/factchecks/2022/nov/10/joe-manchin/west-virginia-set-receive-25-million-cap-orphan-we/,West Virginia is poised to “receive $25M for 160 orphaned well clean-up projects across the state.”,True,https://static.politifact.com/CACHE/images/politifact/photos/Manchin_and_Cassidy/de2bb7c945e852c015b2923f6cce1d0e.jpg,images\71.jpg
78,https://www.politifact.com/factchecks/2022/nov/08/liquid-death/giving-water-voter-within-150-feet-ga-polling-plac/,"In Georgia, it's ""illegal to give people water within 150 feet of a polling place"" and ""punishable by up to a year in prison.""",True,https://static.politifact.com/CACHE/images/politifact/photos/Atlanta_early_voting_101722_AP/b767478e9fdf8c6e0e46cc186bb5c969.jpg,images\72.jpg
81,https://www.politifact.com/factchecks/2022/oct/24/better-wisconsin-together/better-wisconsin-together-target-ad-michels-and-gu/,"Says Tim Michels ""opposes closing the loophole that allows domestic abusers to buy guns.""",True,https://static.politifact.com/CACHE/images/politifact/photos/AR-15s_for_sale_California/818045c9b6a4bb1cf4607b2bfe566f1b.jpg,images\73.jpg
82,https://www.politifact.com/factchecks/2022/oct/13/west-virginia-republican-party/overdoses-reached-all-time-high-2021/,“Overdoses reached an all-time high in 2021.”,True,https://static.politifact.com/CACHE/images/politifact/photos/AP_22251692823200/fea7cda4f26067bde9ad4dba18999d20.jpg,images\74.jpg
83,https://www.politifact.com/factchecks/2022/oct/04/democratic-senatorial-campaign-committee/did-herschel-walker-misrepresent-his-record-vetera/,"Herschel Walker misled about “personally treating 4,500 veterans per year,” about “graduating from college” and about “working in law enforcement.”",True,https://static.politifact.com/CACHE/images/politifact/photos/AP_22215756979907/8c9648e5f7130ced000d8f2f45b38bf5.jpg,images\75.jpg
84,https://www.politifact.com/factchecks/2022/sep/19/kathy-hoffman/yes-kathy-hoffman-lobbied-hire-hundreds-counselors/,"“Since 2019, I've successfully lobbied for the funds to add hundreds of school counselors, lowering our student to school counselor ratio by 20%.”",True,https://static.politifact.com/CACHE/images/politifact/photos/Kathy_Hoffman/020dc4597c9bc59d35af85206a665a7d.jpg,images\76.jpg
85,https://www.politifact.com/factchecks/2022/sep/13/elizabeth-warren/40-student-borrowers-lack-4-year-degree/,"""40% of the folks who have student loans do not have a college diploma, four-year diploma. These are people who are truck drivers and who are nail technicians and nurses’ aides.”",True,https://static.politifact.com/CACHE/images/politifact/photos/manicure/fb8ad28cdb4d2c347adfe97376f7f6bd.jpg,images\77.jpg
87,https://www.politifact.com/factchecks/2022/aug/19/league-conservation-voters/johnson-called-climate-change-bull-took-700000-don/,Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,True,https://static.politifact.com/CACHE/images/politifact/photos/AP_19225641401895/77d8081d083be128d93bc7d560e1676b.jpg,images\78.jpg
88,https://www.politifact.com/factchecks/2022/jul/26/francesca-hong/state-gop-only-let-less-2-democratic-bills/,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",True,https://static.politifact.com/CACHE/images/politifact/photos/Freedom_Alliance_art/e97c2bce95dfabc145fcda40046cfa8d.JPG,images\79.JPG
89,https://www.politifact.com/factchecks/2022/jul/14/greg-abbott/abbott-right-graduation-rate-90/,Texas' public high school graduation rate is at 90% overall.,True,https://static.politifact.com/CACHE/images/politifact/photos/greg_abbott_border_file_sep2021/de8f44d1926492eac02c180b3d2a2244.jpg,images\80.jpg
